Empresa,Safra,Cultura,Fazenda,Valor,Grupo1,Grupo2,Grupo3,Grupo4,id
2, 2021/2022,SOJA,SANTA CARMEM,"487,498537281484",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,53549
2, 2022/2023,SOJA,DONA IRILDE I,"200,792078421404",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM GERAL,54067
2, 2022/2023,SOJA,DONA IRILDE II,"200,792077216301",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM GERAL,54068
2, 2022/2023,SOJA,DONA IRILDE III,"200,792077464789",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM GERAL,54069
2, 2022/2023,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"200,792077187357",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM GERAL,54070
2, 2022/2023,SOJA,SANTA CARMEM,"200,792078725175",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM GERAL,54071
2, 2021/2022,SOJA,VENTURINI,"8,78441176470588",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,53550
2, 2021/2022,SOJA,VENTURINI,"20,8343137254902",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,CONTROLE BIOLOGICO,53551
2, 2021/2022,SOJA,VENTURINI,"10,125",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INOCULANTES,53552
2, 2023/2024,SOJA,DONA IRILDE I,"899,338076347205",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109132
2, 2023/2024,SOJA,DONA IRILDE II,"1513,50458424076",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109133
2, 2023/2024,SOJA,DONA IRILDE III,"3007,36770871162",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109134
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"332,973189931942",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109135
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"724,542197048042",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109136
2, 2023/2024,SOJA,SANTA CARMEM,"763,849542841417",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109137
2, 2023/2024,SOJA,VENTURINI,"836,440671734875",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109138
2, 2022/2023,SOJA,VENTURINI,"200,792077594568",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM GERAL,54072
2, 2024/2025,SOJA,DONA IRILDE I,"1829,99574066048",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109153
2, 2024/2025,SOJA,DONA IRILDE II,"1570,38717210854",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109154
2, 2024/2025,SOJA,DONA IRILDE III,"2796,35388097704",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109155
2, 2024/2025,SOJA,JEQUITIBA,"-296,976948921627",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109156
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,"2747,97803959518",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109157
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"2665,17861399417",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109158
2, 2024/2025,SOJA,SANTA CARMEM,"2859,08898994076",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109159
2, 2024/2025,SOJA,VENTURINI,"3991,91671068081",5 RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,RESULTADO RS/HA ,109160
2, 2023/2024,SOJA,DONA IRILDE I,"11,8074521119908",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109174
2, 2023/2024,SOJA,DONA IRILDE II,"19,3130370218753",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109175
2, 2023/2024,SOJA,DONA IRILDE III,"33,9714098086475",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109176
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"5,66489931334849",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109177
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"10,7064645400285",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109178
2, 2023/2024,SOJA,SANTA CARMEM,"9,70312198511621",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109179
2, 2023/2024,SOJA,VENTURINI,"12,5303220175807",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109180
2, 2024/2025,SOJA,DONA IRILDE I,"26,5352835869407",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109195
2, 2024/2025,SOJA,DONA IRILDE II,"25,8305142207913",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109196
2, 2024/2025,SOJA,DONA IRILDE III,"40,8310359475047",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109197
2, 2024/2025,SOJA,JEQUITIBA,"-5,74662338521788",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109198
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,"38,5817645071985",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109199
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"38,063132456824",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109200
2, 2024/2025,SOJA,SANTA CARMEM,"42,1651325531984",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109201
2, 2024/2025,SOJA,VENTURINI,"49,9209493122098",6 MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,MARGEM BRUTA per ,109202
2, 2020/2021,SOJA,DONA IRILDE I,"85,7071167316408",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54135
2, 2020/2021,SOJA,DONA IRILDE II,"60,3738611484647",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54136
2, 2020/2021,SOJA,DONA IRILDE III,"68,8772218309859",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54137
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"113,976854135682",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54138
2, 2020/2021,SOJA,SANTA CARMEM,"60,3738625282435",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54139
2, 2020/2021,SOJA,VENTURINI,"60,3738607843137",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54140
2, 2021/2022,SOJA,DONA IRILDE I,"225,843121844336",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54154
2, 2021/2022,SOJA,DONA IRILDE II,"287,431674464609",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54155
2, 2021/2022,SOJA,DONA IRILDE III,"240,372930457746",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54156
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"253,419247941446",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54157
2, 2021/2022,SOJA,SANTA CARMEM,"205,496425258651",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54158
2, 2021/2022,SOJA,VENTURINI,"205,496425490196",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,OLEO DIESEL,54159
2, 2020/2021,SOJA,DONA IRILDE I,"351,704196380463",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54178
2, 2020/2021,SOJA,DONA IRILDE II,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54179
2, 2020/2021,SOJA,DONA IRILDE III,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54180
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"206,906530145292",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54181
2, 2020/2021,SOJA,SANTA CARMEM,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54182
2, 2020/2021,SOJA,VENTURINI,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54183
2, 2021/2022,SOJA,DONA IRILDE I,"384,846854656886",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54197
2, 2021/2022,SOJA,DONA IRILDE II,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54198
2, 2021/2022,SOJA,DONA IRILDE III,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54199
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"269,746623970723",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54200
2, 2021/2022,SOJA,SANTA CARMEM,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54201
2, 2021/2022,SOJA,VENTURINI,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54202
2, 2022/2023,SOJA,DONA IRILDE I,"527,819405166661",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54215
2, 2022/2023,SOJA,DONA IRILDE II,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54216
2, 2022/2023,SOJA,DONA IRILDE III,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54217
2, 2022/2023,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"251,028023362345",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54218
2, 2022/2023,SOJA,SANTA CARMEM,0,1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,COLHEITA TERCEIRIZADA,54219
2, 2023/2024,SOJA,DONA IRILDE I,"1,13329598268288",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109242
2, 2023/2024,SOJA,DONA IRILDE I,"240,356775641434",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109243
2, 2023/2024,SOJA,DONA IRILDE I,"389,742468326224",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109244
2, 2023/2024,SOJA,DONA IRILDE II,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109245
2, 2023/2024,SOJA,DONA IRILDE II,"1,13329481952206",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109246
2, 2023/2024,SOJA,DONA IRILDE II,"240,356777504972",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109247
2, 2023/2024,SOJA,DONA IRILDE III,"1,1332948943662",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109248
2, 2023/2024,SOJA,DONA IRILDE III,"17,6056338028169",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109249
2, 2023/2024,SOJA,DONA IRILDE III,"240,356776408451",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109250
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109251
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"1,13329514409095",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109252
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"240,356776240416",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109253
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109254
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"238,668761337609",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109255
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"240,356775309208",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109256
2, 2023/2024,SOJA,SANTA CARMEM,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109257
2, 2023/2024,SOJA,SANTA CARMEM,"1,13329527886788",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109258
2, 2023/2024,SOJA,SANTA CARMEM,"240,356776073255",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109259
2, 2023/2024,SOJA,VENTURINI,"1,13329582929195",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109260
2, 2023/2024,SOJA,VENTURINI,"240,356775945684",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109261
2, 2023/2024,SOJA,VENTURINI,"521,842872938894",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109262
2, 2020/2021,SOJA,DONA IRILDE I,"100,062181230389",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,MAO DE OBRA,54265
2, 2020/2021,SOJA,DONA IRILDE II,"70,4858647936786",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,MAO DE OBRA,54266
2, 2020/2021,SOJA,DONA IRILDE III,"80,4134507042253",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,MAO DE OBRA,54267
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"279,499394577279",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,MAO DE OBRA,54268
2, 2020/2021,SOJA,SANTA CARMEM,"70,485863955286",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,MAO DE OBRA,54269
2, 2020/2021,SOJA,VENTURINI,"70,485862745098",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,MAO DE OBRA,54270
2, 2020/2021,SOJA,DONA IRILDE I,"10,3478035561472",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54297
2, 2020/2021,SOJA,DONA IRILDE II,"7,28920661028439",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54298
2, 2020/2021,SOJA,DONA IRILDE III,"8,31585475352113",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54299
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"20,8334664226061",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54300
2, 2020/2021,SOJA,SANTA CARMEM,"7,28920799143774",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54301
2, 2020/2021,SOJA,VENTURINI,"7,28920588235294",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54302
2, 2021/2022,SOJA,DONA IRILDE I,"21,6647718395732",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54316
2, 2021/2022,SOJA,DONA IRILDE II,"27,5728642713462",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54317
2, 2021/2022,SOJA,DONA IRILDE III,"23,0585941901408",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54318
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"28,8473012351327",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54319
2, 2021/2022,SOJA,SANTA CARMEM,"19,7129444642645",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54320
2, 2021/2022,SOJA,VENTURINI,"19,7129450980392",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54321
2, 2022/2023,SOJA,DONA IRILDE I,"29,4855101522036",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54334
2, 2022/2023,SOJA,DONA IRILDE II,"34,3770362632111",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54335
2, 2022/2023,SOJA,DONA IRILDE III,"24,412826584507",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54336
2, 2022/2023,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"31,6358818140174",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54337
2, 2022/2023,SOJA,SANTA CARMEM,"25,1416470448329",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54338
2, 2022/2023,SOJA,VENTURINI,"32,98705528613",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO COM MO,CANTINA,54339
2, 2020/2021,SOJA,DONA IRILDE I,"104,620668124624",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54356
2, 2020/2021,SOJA,DONA IRILDE II,"37,5813894044298",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54357
2, 2020/2021,SOJA,DONA IRILDE III,"73,1223063380282",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54358
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"29,0405033748999",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54359
2, 2020/2021,SOJA,SANTA CARMEM,"78,5432512783922",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54360
2, 2020/2021,SOJA,VENTURINI,"93,0588235294118",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54361
2, 2021/2022,SOJA,DONA IRILDE I,"106,361712870344",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54375
2, 2021/2022,SOJA,DONA IRILDE II,"100,924206221313",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54376
2, 2021/2022,SOJA,DONA IRILDE III,"93,6485387323944",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54377
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"25,6288334858188",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54378
2, 2021/2022,SOJA,SANTA CARMEM,"97,8846830776549",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54379
2, 2021/2022,SOJA,VENTURINI,"123,65362745098",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54380
2, 2022/2023,SOJA,DONA IRILDE I,"158,924400241492",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54393
2, 2022/2023,SOJA,DONA IRILDE II,"155,9677376335",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54394
2, 2022/2023,SOJA,DONA IRILDE III,"141,003169014085",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54395
2, 2022/2023,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"132,909409070087",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54396
2, 2022/2023,SOJA,SANTA CARMEM,"114,178439766916",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54397
2, 2022/2023,SOJA,VENTURINI,"131,450067895247",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,LOGISTICA,FRETE DA PRODUCAO,54398
2, 2024/2025,SOJA,DONA IRILDE I,"1,14549293538657",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109305
2, 2024/2025,SOJA,DONA IRILDE I,"189,901857120178",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109306
2, 2024/2025,SOJA,DONA IRILDE I,"390,156374027623",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109307
2, 2020/2021,SOJA,DONA IRILDE I,"34,3864124750404",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54425
2, 2020/2021,SOJA,DONA IRILDE II,"42,8067147508919",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54426
2, 2020/2021,SOJA,DONA IRILDE III,"38,1459419014084",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54427
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"37,4316348243908",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54428
2, 2020/2021,SOJA,SANTA CARMEM,"38,6806516827209",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54429
2, 2020/2021,SOJA,VENTURINI,"38,1307058823529",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54430
2, 2021/2022,SOJA,DONA IRILDE I,"29,5872503254898",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54444
2, 2021/2022,SOJA,DONA IRILDE II,"40,9866527378002",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54445
2, 2021/2022,SOJA,DONA IRILDE III,"37,7528257042254",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54446
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"37,6638586459286",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54447
2, 2021/2022,SOJA,SANTA CARMEM,"31,2137233916042",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54448
